"person","givenName","surname"
"http://dbpedia.org/resource/Selwyn_Raab","Selwyn","Raab"
"http://dbpedia.org/resource/Seth_Morgan_(novelist)","Seth","Morgan"
"http://dbpedia.org/resource/Ursula_Parrott","Ursula","Parrott"
"http://dbpedia.org/resource/Frederick_Bernays_Wiener","Frederick Bernays","Wiener"
"http://dbpedia.org/resource/Juanita_Bynum","Juanita","Bynum"
"http://dbpedia.org/resource/Rain_Graves","Rain","Graves"
"http://dbpedia.org/resource/Robert_Girardi","Robert","Girardi"
"http://dbpedia.org/resource/Adolph_Murie","Adolph","Murie"
"http://dbpedia.org/resource/Bradley_King","Bradley","King"
"http://dbpedia.org/resource/Charles_W._Henderson","Charles W.","Henderson"
"http://dbpedia.org/resource/Clyde_M._Narramore","Clyde M.","Narramore"
"http://dbpedia.org/resource/Don_E._Fehrenbacher","Don","Fehrenbacher"
"http://dbpedia.org/resource/Elaine_Coffman","Elaine","Coffman"
"http://dbpedia.org/resource/Jay_A._Parry","Jay A.","Parry"
"http://dbpedia.org/resource/Joe_Schoenmann","Joe","Schoenmann"
"http://dbpedia.org/resource/John_Wellington_Ennis","John Wellington","Ennis"
"http://dbpedia.org/resource/Kay_Chorao","Kay","Chorao"
"http://dbpedia.org/resource/Lawrence_Bridges","Lawrence","Bridges"
"http://dbpedia.org/resource/Leslie_Arden","Leslie","Arden"
"http://dbpedia.org/resource/Maria_Mazziotti_Gillan","Maria Mazziotti","Gillan"
"http://dbpedia.org/resource/Maurice_Garland_Fulton","Maurice","Fulton"
"http://dbpedia.org/resource/Nicole_D._Peeler","Nicole D.","Peeler"
"http://dbpedia.org/resource/Patricia_Broderick","Patricia Biow","Broderick"
"http://dbpedia.org/resource/Robert_J._Shaw","Robert J.","Shaw"
"http://dbpedia.org/resource/Roberto_Lovato","Roberto","Lovato"
"http://dbpedia.org/resource/Roscoe_Dunjee","Roscoe","Dunjee"
"http://dbpedia.org/resource/William_Aden_French","William Aden","French"
"http://dbpedia.org/resource/Brenda_Jackson","Brenda","Jackson"
"http://dbpedia.org/resource/S._John_Ross_(game_designer)","S. John","Ross"
"http://dbpedia.org/resource/Al_Sarrantonio","Al","Sarrantonio"
"http://dbpedia.org/resource/Austin_Wright","Austin","Wright"
"http://dbpedia.org/resource/Catherine_S._Snodgrass","Catherine","Snodgrass"
"http://dbpedia.org/resource/Chris_Galletta","Chris","Galletta"
"http://dbpedia.org/resource/David_Hajdu","David","Hajdu"
"http://dbpedia.org/resource/Jennifer_Rardin","Jennifer","Rardin"
"http://dbpedia.org/resource/Joseph_Torchia","Joseph","Torchia"
"http://dbpedia.org/resource/Lee_C._McIntyre","Lee C.","McIntyre"
"http://dbpedia.org/resource/Mark_K._Updegrove","Mark K.","Updegrove"
"http://dbpedia.org/resource/Mary_Jo_Bang","Mary Jo","Bang"
"http://dbpedia.org/resource/Melinda_Haynes","Melinda","Haynes"
"http://dbpedia.org/resource/Ormond_Robbins","Ormond","Robbins"
"http://dbpedia.org/resource/Ray_John_de_Aragon","John Ray","De Aragon"
"http://dbpedia.org/resource/William_Montgomery_McGovern","William Montgomery","McGovern"
"http://dbpedia.org/resource/Maya_Kaathryn_Bohnhoff","Maya Kaathryn","Bohnhoff"
"http://dbpedia.org/resource/Aurania_Rouverol","Aurania","Rouverol"
"http://dbpedia.org/resource/Cyril_Hume","Cyril","Hume"
"http://dbpedia.org/resource/E._Lloyd_Sheldon","E. Lloyd","Sheldon"
"http://dbpedia.org/resource/Elaine_Sterne_Carrington","Elaine Sterne","Carrington"
"http://dbpedia.org/resource/George_Hively","George","Hively"
"http://dbpedia.org/resource/Harry_Kurnitz","Harry","Kurnitz"
"http://dbpedia.org/resource/Michael_Blankfort","Michael","Blankfort"
"http://dbpedia.org/resource/Murray_Schisgal","Murray","Schisgal"
"http://dbpedia.org/resource/Richard_Schayer","Richard","Schayer"
"http://dbpedia.org/resource/Robert_A._Dillon","Robert A.","Dillon"
"http://dbpedia.org/resource/Ronald_Shusett","Ronald","Shusett"
"http://dbpedia.org/resource/Tess_Slesinger","Tess","Slesinger"
"http://dbpedia.org/resource/Arthur_A._Ross","Arthur A.","Ross"
"http://dbpedia.org/resource/Elizabeth_Jordan","Elizabeth","Jordan"
"http://dbpedia.org/resource/Gustavus_Hines","Gustavus","Hines"
"http://dbpedia.org/resource/Jacob_Stroyer","Jacob","Stoyer"
"http://dbpedia.org/resource/Lauren_Willig","Lauren","Willig"
"http://dbpedia.org/resource/Lea_Wait","Lea","Wait"
"http://dbpedia.org/resource/Melissa_Bank","Melissa","Bank"
"http://dbpedia.org/resource/Peter_McGehee","Peter","McGehee"
"http://dbpedia.org/resource/Howard_Schwartz","Howard","Schwartz"
"http://dbpedia.org/resource/John_Koethe","John","Koethe"
"http://dbpedia.org/resource/Ronald_Ribman","Ronald","Ribman"
"http://dbpedia.org/resource/Rachel_Hope_Cleves","Rachel Hope","Cleves"
"http://dbpedia.org/resource/Amity_Gaige","Amity","Gaige"
"http://dbpedia.org/resource/James_B._Anderson","James B.","Anderson"
"http://dbpedia.org/resource/Jessica_Burkhart","Jessica","Burkhart"
"http://dbpedia.org/resource/Matthew_J._Kirby","Matthew J.","Kirby"
"http://dbpedia.org/resource/Ángel_Lozada","Angel","Lozada"
"http://dbpedia.org/resource/Helen_Hemphill","Helen","Hemphill"
"http://dbpedia.org/resource/Joanna_Roos","Joanna","Roos"
"http://dbpedia.org/resource/Frank_McCourt","Frank","McCourt"
"http://dbpedia.org/resource/Jack_Hunter_(radio_host)","Jack","Hunter"
"http://dbpedia.org/resource/Joseph_Heller","Joseph","Heller"
"http://dbpedia.org/resource/Ralph_Moody_(author)","Ralph","Moody"
"http://dbpedia.org/resource/Robert_Greene_(American_author)","Robert","Greene"
"http://dbpedia.org/resource/Roger_Simon_(journalist)","Roger","Simon"
"http://dbpedia.org/resource/Tim_Lawson_(writer)","Tim","Lawson"
"http://dbpedia.org/resource/Anne_Holmberg","Anne","Homlberg"
"http://dbpedia.org/resource/Benjamin_Arthur_Quarles","Benjamin Arthur","Quarles"
"http://dbpedia.org/resource/Brent_Hartinger","Brent","Harting"
"http://dbpedia.org/resource/David_Ferry_(poet)","David","Ferry"
"http://dbpedia.org/resource/Dustin_Lance_Black","Dustin Lance","Black"
"http://dbpedia.org/resource/George_Bemis_(lawyer)","George","Bemis"
"http://dbpedia.org/resource/James_Hoch_(poet)","James","Hoch"
"http://dbpedia.org/resource/Jason_Brown_(writer)","Jason","Brown"
"http://dbpedia.org/resource/Jim_Northrup_(writer)","Jim","Northrup"
"http://dbpedia.org/resource/Jimmy_Diggs","Jimmy","Diggs"
"http://dbpedia.org/resource/Joseph_R._Levenson","Joseph R.","Levenson"
"http://dbpedia.org/resource/Josh_Kilmer-Purcell","Josh","Kilmer-Purcell"
"http://dbpedia.org/resource/Katherine_Milhous","Katherine","Milhous"
"http://dbpedia.org/resource/Maureen_Johnson","Maureen","Johnson"
"http://dbpedia.org/resource/Michael_Blumlein","Michael","Blumlein"
"http://dbpedia.org/resource/Michael_Dobson_(author)","Michael","Dobson"
"http://dbpedia.org/resource/Michael_McCann_(sports_law)","Michael","McCann"
"http://dbpedia.org/resource/Padgett_Powell","Padgett","Powell"
"http://dbpedia.org/resource/Pat_Brown_(criminal_profiler)","Pat","Brown"
"http://dbpedia.org/resource/Russell_Davis_(writer)","Russell","Davis"
"http://dbpedia.org/resource/Russell_R._Winterbotham","Russell","Winterbotham"
"http://dbpedia.org/resource/Steve_Moore_(playwright)","Steve","Moore"
"http://dbpedia.org/resource/Trebor_Healey","Trebor","Healey"
"http://dbpedia.org/resource/Whitney_Gaskell","Whitney","Gaskell"
"http://dbpedia.org/resource/A._Mark_Ratner","Mark A.","Ratner"
"http://dbpedia.org/resource/Alain_Elkann","Alain","Elkann"
"http://dbpedia.org/resource/Alethea_Kontis","Alethea","Kontis"
"http://dbpedia.org/resource/Andrew_Peterson_(author)","Andrew","Peterson"
"http://dbpedia.org/resource/Berton_Roueché","Berton","Roueche"
"http://dbpedia.org/resource/Dean_Grennell","Dean","Grennell"
"http://dbpedia.org/resource/Donald_Honig","Donald","Honig"
"http://dbpedia.org/resource/Edgardo_Vega_Yunqué","Edgardo","Vega Yunqué"
"http://dbpedia.org/resource/Hardy_Haberman","Hardy","Haberman"
"http://dbpedia.org/resource/J._Edward_Hungerford","J. Edward","Hungerford"
"http://dbpedia.org/resource/Janette_Sebring_Lowrey","Janette Sebring","Lowry"
"http://dbpedia.org/resource/Jesse_Cornplanter","Jesse","Cornplanter"
"http://dbpedia.org/resource/John_H._McGlynn","John H.","McGlynn"
"http://dbpedia.org/resource/John_Wooley","John","Wooley"
"http://dbpedia.org/resource/Jonathan_Miles_(novelist)","Jonathan","Miles"
"http://dbpedia.org/resource/Julie_Klausner","Julie","Klausner"
"http://dbpedia.org/resource/Kenneth_W._Bilby","Kenneth","Bilby"
"http://dbpedia.org/resource/Kevin_Connolly_(writer)","Kevin","Connolly"
"http://dbpedia.org/resource/Mark_Cullen_(writer)","Mark","Cullen"
"http://dbpedia.org/resource/Mary_Craig_Sinclair","Mary Craig","Sinclair"
"http://dbpedia.org/resource/Michael_Kimmelman","Michael","Kimmelman"
"http://dbpedia.org/resource/Michael_Lally_(poet)","Michael","Lally"
"http://dbpedia.org/resource/Miguel_Méndez","Miguel","Mendez"
"http://dbpedia.org/resource/Nathan_Pritikin","Nathan","Pritikin"
"http://dbpedia.org/resource/Nemir_Matos-Cintrón","Nemir","Matos-Cintron"
"http://dbpedia.org/resource/Niobia_Bryant","Niobia","Bryant"
"http://dbpedia.org/resource/Page_Stegner","Page","Stegner"
"http://dbpedia.org/resource/Persia_Woolley","Persia","Woolley"
"http://dbpedia.org/resource/Ralph_McInerny","Ralph","McInerny"
"http://dbpedia.org/resource/Rebecca_Hammond_Lard","Rebecca Hammond","Lard"
"http://dbpedia.org/resource/Rebecca_Winters","Rebecca","Winters"
"http://dbpedia.org/resource/Rob_Margolies","Rob","Margolies"
"http://dbpedia.org/resource/Thomas_Savage_(novelist)","Thomas","Savage"
"http://dbpedia.org/resource/Abigail_Pogrebin","Abigail","Pogrebin"
"http://dbpedia.org/resource/Judith_Paige_Mitchell","Judith Paige","Mitchell"
"http://dbpedia.org/resource/Marshall_Fishwick","Marshall","Fishwick"
"http://dbpedia.org/resource/Michael_Vatikiotis","Michael","Vatikiotis"
"http://dbpedia.org/resource/Therese_Fowler","Therese","Fowler"
"http://dbpedia.org/resource/Aliette_de_Bodard","Aliette de","Bodard"
"http://dbpedia.org/resource/Bill_Cameron_(mystery_author)","Bill","Cameron"
"http://dbpedia.org/resource/Charles_Bragg","Charles","Bragg"
"http://dbpedia.org/resource/Emilio_J._Pasarell","Emilio J.","Pasarell"
"http://dbpedia.org/resource/Gabrielle_Stanton","Gabrielle","Stanton"
"http://dbpedia.org/resource/James_A._Moore","James A.","Moore"
"http://dbpedia.org/resource/Lynn_Sherr","Lynn","Sherr"
"http://dbpedia.org/resource/Malcolm_Stuart_Boylan","Malcolm Stuart","Boylan"
"http://dbpedia.org/resource/Seymour_Reit","Seymour","Reit"
"http://dbpedia.org/resource/Glenn_O'Brien","Glenn","Obrien"
"http://dbpedia.org/resource/Anne_Mallory","Anne","Mallory"
"http://dbpedia.org/resource/Ayun_Halliday","Ayun","Halliday"
"http://dbpedia.org/resource/Blake_Nelson","Blake","Nelson"
"http://dbpedia.org/resource/Charles_Bock","Charles","Bock"
"http://dbpedia.org/resource/Christian_Bauman","Christian","Bauman"
"http://dbpedia.org/resource/Dani_Shapiro","Dani","Shapiro"
"http://dbpedia.org/resource/Deborah_Ager","Deborah","Ager"
"http://dbpedia.org/resource/E._Lynn_Harris","E. Lynn","Harris"
"http://dbpedia.org/resource/Emilie_Richards","Emilie","Richards"
"http://dbpedia.org/resource/Jeffrey_Frank","Jeffrey","Frank"
"http://dbpedia.org/resource/Joseph_L._Green","Joseph L.","Green"
"http://dbpedia.org/resource/Karen_Rose_Smith","Karen Rose","Smith"
"http://dbpedia.org/resource/Kieran_Scott","Kate","Brian"
"http://dbpedia.org/resource/Linda_Warren","Linda","Warren"
"http://dbpedia.org/resource/Liz_Carlyle","Liz","Carlyle"
"http://dbpedia.org/resource/Lucy_A._Snyder","Lucy A.","Snyder"
"http://dbpedia.org/resource/Maggie_Shayne","Maggie","Shayne"
"http://dbpedia.org/resource/Marc_Leepson","Marc","Leepson"
"http://dbpedia.org/resource/Margaret_Maron","Margaret","Maron"
"http://dbpedia.org/resource/Mel_Boring","Mel","Boring"
"http://dbpedia.org/resource/Michael_Laser","Michael","Laser"
"http://dbpedia.org/resource/Michelle_Moran","Michelle","Moran"
"http://dbpedia.org/resource/Minnie_Bruce_Pratt","Minnie Bruce","Pratt"
"http://dbpedia.org/resource/Owen_King","Owen","King"
"http://dbpedia.org/resource/Paul_Dickson","Paul","Dickson"
"http://dbpedia.org/resource/Rebecca_Fjelland_Davis","Rebecca Fjelland","Davis"
"http://dbpedia.org/resource/Rebecca_Solnit","Rebecca","Solnit"
"http://dbpedia.org/resource/Rhondi_A._Vilott_Salsitz","Rhondi A. V.","Salsitz"
"http://dbpedia.org/resource/Roland_Smith","Roland","Smith"
"http://dbpedia.org/resource/Samuel_John_Hazo","Samuel","Hazo"
"http://dbpedia.org/resource/Shana_Abé","Shana","Abe"
"http://dbpedia.org/resource/Shane_Bolks","Shane","Bolks"
"http://dbpedia.org/resource/William_Farina","William","Farina"
"http://dbpedia.org/resource/Anna_Banks","Anna","Banks"
"http://dbpedia.org/resource/Brendon_Burchard","Brendon","Burchard"
"http://dbpedia.org/resource/Gregory_Norman_Bossert","Gregory Norman","Bossert"
"http://dbpedia.org/resource/Katherine_Mayfield","Katherine","Mayfield"
"http://dbpedia.org/resource/Kiini_Ibura_Salaam","Kiini Ibura","Salaam"
"http://dbpedia.org/resource/Laura_Sims","Laura","Sims"
"http://dbpedia.org/resource/Raquel_Cepeda","Raquel","Cepeda"
"http://dbpedia.org/resource/Abby_Rosmarin","Abby","Rosmarin"
"http://dbpedia.org/resource/Alex_Grecian","Alex","Grecian"
"http://dbpedia.org/resource/Aryeh_Lev_Stollman","Aryeh Lev","Stollman"
"http://dbpedia.org/resource/Carlos_T._Mock","Carlos T","Mock"
"http://dbpedia.org/resource/Charlotte_Dean","Charlotte","Dean"
"http://dbpedia.org/resource/Claire_Dederer","Claire","Dederer"
"http://dbpedia.org/resource/Craig_McDonald","Craig","McDonald"
"http://dbpedia.org/resource/Dana_Johnson","Dana","Johnson"
"http://dbpedia.org/resource/David_Gonzalez_(journalist)","David","Gonzales"
"http://dbpedia.org/resource/David_Ollier_Weber","David Ollier","Weber"
"http://dbpedia.org/resource/Ginger_Wadsworth","Ginger","Wadsworth"
"http://dbpedia.org/resource/JD_Scott","JD","Scott"
"http://dbpedia.org/resource/Jason_Landry","Jason","Landry"
"http://dbpedia.org/resource/John_Patric","John","Patric"
"http://dbpedia.org/resource/John_R._Hall_(author)","John R","Hall"
"http://dbpedia.org/resource/Laura_J._Snyder","Laura J.","Snyder"
"http://dbpedia.org/resource/Leigh_Newman","Leigh","Newman"
"http://dbpedia.org/resource/Marion_Lignana_Rosenberg","Marion Lignana","Rosenberg"
"http://dbpedia.org/resource/Matthew_Gavin_Frank","Matthew Gavin","Frank"
"http://dbpedia.org/resource/Matthew_Savoca","Matthew","Savoca"
"http://dbpedia.org/resource/Migdalia_Cruz","Migdalia","Cruz"
"http://dbpedia.org/resource/Pat_Healy_(actor)","Pat","Healy"
"http://dbpedia.org/resource/Pierce_Brown","Pierce","Brown"
"http://dbpedia.org/resource/Raven_Oak","Raven","Oak"
"http://dbpedia.org/resource/Reba_White_Williams","Reba","White Williams"
"http://dbpedia.org/resource/Rebecca_Alexander","Rebecca","Alexander"
"http://dbpedia.org/resource/Reed_Farrel_Coleman","Reed Farrel","Coleman"
"http://dbpedia.org/resource/Serena_B._Miller","Serena B.","Miller"
"http://dbpedia.org/resource/Tina_Connolly","Tina","Connolly"
"http://dbpedia.org/resource/Clifford_D._Simak","Clifford D.","Simak"
"http://dbpedia.org/resource/Dorothy_M._Johnson","Dorothy M.","Johnson"
"http://dbpedia.org/resource/Edwin_Blum","Edwin Harvey","Blum"
"http://dbpedia.org/resource/Sidney_Skolsky","Sidney","Skolsky"
"http://dbpedia.org/resource/Barbara_McMahon","Barbara","McMahon"
"http://dbpedia.org/resource/Justin_Torres","Justin","Torres"
"http://dbpedia.org/resource/Robert_Graysmith","Robert","Graysmith"
"http://dbpedia.org/resource/Barry_Levy","Barry","Levy"
"http://dbpedia.org/resource/Clifton_Snider","Clifton","Snider"
"http://dbpedia.org/resource/Eugene_Mullin","Eugene","Mullin"
"http://dbpedia.org/resource/Stanley_Mullen","Stanley","Mullen"
"http://dbpedia.org/resource/Bruce_M._Bailey","Bruce M.","Bailey"
"http://dbpedia.org/resource/Charles_Ritcheson","Charles","Ritcheson"
"http://dbpedia.org/resource/Gale_Wilhelm","Gale","Wilhelm"
"http://dbpedia.org/resource/Matthew_B._Brown","Matthew B.","Brown"
"http://dbpedia.org/resource/Sanora_Babb","Sanora","Babb"
"http://dbpedia.org/resource/Donald_Corley","Donald","Corley"
"http://dbpedia.org/resource/Hubert_Skidmore","Hubert","Skidmore"
"http://dbpedia.org/resource/Paul_Zollo","Paul","Zollo"
"http://dbpedia.org/resource/Stephanie_Grace_Whitson","Stephanie Grace","Whitson"
"http://dbpedia.org/resource/Tom_Drury","Tom","Drury"
"http://dbpedia.org/resource/William_L._Manly","William Lewis","Manly"
"http://dbpedia.org/resource/Benjamin_H._Bratton","Benjamin H.","Bratton"
"http://dbpedia.org/resource/Bert_V._Royal","Bert","Royal"
"http://dbpedia.org/resource/Brandon_Jay","Brandon","Jay"
"http://dbpedia.org/resource/Elizabeth_Humphreys_Penrose","Elizabeth Humphreys","Penrose"
"http://dbpedia.org/resource/Francis_Wallace_(writer)","Francis","Wallace"
"http://dbpedia.org/resource/Julius_Chambers","Julius","Chambers"
"http://dbpedia.org/resource/Marvin_X","Marvin","X"
"http://dbpedia.org/resource/Quest_Couch","Quest","Couch"
"http://dbpedia.org/resource/Ted_Genoways","Ted","Genoways"
"http://dbpedia.org/resource/Byrd_Baylor","Byrd","Baylor"
"http://dbpedia.org/resource/Geoffrey_Colvin","Geoffrey","Colvin"
"http://dbpedia.org/resource/Linda_Greenlaw","Linda","Greenlaw"
"http://dbpedia.org/resource/Lucy_Ellmann","Lucy","Ellmann"
"http://dbpedia.org/resource/Erin_E._Stead","Erin E.","Stead"
"http://dbpedia.org/resource/Lionel_Bender_(linguist)","Lionel","Bender"
"http://dbpedia.org/resource/Christine_Feehan","Christine","Feehan"
"http://dbpedia.org/resource/Hilary_Thayer_Hamann","Hilary Thayer","Hamann"
"http://dbpedia.org/resource/Hildegarde_Dolson_Lockridge","Hildegarde Dolson","Lockridge"
"http://dbpedia.org/resource/Hisaye_Yamamoto","Hisaye","Yamamoto"
"http://dbpedia.org/resource/John_Sanford_(author)","John","Sanford"
"http://dbpedia.org/resource/Martin_Greenberg","Martin","Greenberg"
"http://dbpedia.org/resource/Phyllis_Eisenstein","Phyllis","Eisenstein"
"http://dbpedia.org/resource/Reed_Irvine","Reed","Irvine"
"http://dbpedia.org/resource/Robert_Anderson_(playwright)","Robert Woodruff","Anderson"
"http://dbpedia.org/resource/Stephanie_S._Tolan","Stephanie S.","Tolan"
"http://dbpedia.org/resource/Van_Allen_Plexico","Van Allen","Plexico"
"http://dbpedia.org/resource/Earl_Schenck_Miers","Earl Schenck","Miers"
"http://dbpedia.org/resource/Maritta_Wolff","Maritta","Wolff"
"http://dbpedia.org/resource/Angelo_Pizzo","Angelo","Pizzo"
"http://dbpedia.org/resource/Aravind_Enrique_Adyanthaya","Aravind Enrique","Adyanthaya"
"http://dbpedia.org/resource/Benito_Romano","Benito","Romano"
"http://dbpedia.org/resource/Calder_Willingham","Calder","Willingham"
"http://dbpedia.org/resource/Carla_Cassidy","Carla","Cassidy"
"http://dbpedia.org/resource/Carolyn_See","Carolyn","See"
"http://dbpedia.org/resource/Charles_E._Carryl","Charles E.","Carryl"
"http://dbpedia.org/resource/Dan_Gutman","Dan P.","Gutman"
"http://dbpedia.org/resource/Ed_Young_(pastor)","Ed","Young"
"http://dbpedia.org/resource/Edward_King_(author)","Edward","King"
"http://dbpedia.org/resource/Edward_Sheehan","Edward","Sheehan"
"http://dbpedia.org/resource/Gene_Youngblood","Gene","Youngblood"
"http://dbpedia.org/resource/Hisham_Matar","Hisham","Matar"
"http://dbpedia.org/resource/Jesse_Bullington","Jesse","Bullington"
"http://dbpedia.org/resource/Kate_Claxton","Kate","Claxton"
"http://dbpedia.org/resource/Kia_Corthron","Kia","Corthron"
"http://dbpedia.org/resource/Len_Cabral","Len","Cabral"
"http://dbpedia.org/resource/Michael_O'Connor_(author)","Michael","O'Connor"
"http://dbpedia.org/resource/Mike_Edison","Mike","Edison"
"http://dbpedia.org/resource/Peter_Cameron_(American_screenwriter)","Peter","Cameron"
"http://dbpedia.org/resource/Richard_Pitcairn","Richard","Pitcairn"
"http://dbpedia.org/resource/Rikki_Ducornet","Rikki","Ducornet"
"http://dbpedia.org/resource/Rosina_Lippi","Rosina","Lippi-Green"
"http://dbpedia.org/resource/Rufus_Travis_Amis","Rufus Travis","Amis"
"http://dbpedia.org/resource/Thomas_Williams_(writer)","Thomas","Williams"
"http://dbpedia.org/resource/Tim_Kehoe","Tim","Kehoe"
"http://dbpedia.org/resource/Yvonne_Levy_Kushner","Yvonne","Kushner"
"http://dbpedia.org/resource/Alice_Borchardt","Alice","Borchardt"
"http://dbpedia.org/resource/Amanda_Auchter","Amanda","Auchter"
"http://dbpedia.org/resource/Benjamin_Martin_(author)","Benjamin","Martin"
"http://dbpedia.org/resource/Bonnie_G._Smith","Bonnie G.","Smith"
"http://dbpedia.org/resource/Cari_Beauchamp","Cari","Beauchamp"
"http://dbpedia.org/resource/Charley_Trujillo","Charley","Trujillo"
"http://dbpedia.org/resource/Daniel_C._Mitchell","Daniel","Mitchell"
"http://dbpedia.org/resource/John_Yau","John","Yau"
"http://dbpedia.org/resource/Jon_Lucas","Jon","Lucas"
"http://dbpedia.org/resource/Natasha_Trethewey","Natasha","Trethewey"
"http://dbpedia.org/resource/Robert_M._Beachy","Robert","Beachy"
"http://dbpedia.org/resource/Robert_P._Arthur","Robert P","Arthur"
"http://dbpedia.org/resource/Frances_Fuller_Victor","Frances Fuller","Victor"
"http://dbpedia.org/resource/Larry_Winget","Larry","Winget"
"http://dbpedia.org/resource/Patrick_Jennings_(writer)","Patrick","Jennings"
"http://dbpedia.org/resource/Richard_Zoglin","Richard","Zoglin"
"http://dbpedia.org/resource/Vernard_Eller","Vernard Marion","Eller"
"http://dbpedia.org/resource/Andrew_Klavan","Andrew","Klavan"
"http://dbpedia.org/resource/Jeffrey_McClanahan","Jeffrey","McClanahan"
"http://dbpedia.org/resource/Jodi_Thomas","Jodi","Thomas"
"http://dbpedia.org/resource/Lucretia_Maria_Davidson","Lucretia Maria","Davidson"
"http://dbpedia.org/resource/Sneed_B._Collard_III","Sneed B","Collard"
"http://dbpedia.org/resource/Stephanie_Moulton_Sarkis","Stephanie Moulton","Sarkis"
"http://dbpedia.org/resource/Alexandra_Bracken","Alexandra","Bracken"
"http://dbpedia.org/resource/Ann_Leckie","Ann","Leckie"
"http://dbpedia.org/resource/Arthur_Braverman","Arthur","Braverman"
"http://dbpedia.org/resource/Charles_Lynch_(journalist)","Charles","Lynch"
"http://dbpedia.org/resource/David_McKenna_(writer)","David","McKenna"
"http://dbpedia.org/resource/Francis_Samuel_Drake_(historian)","Francis Samuel","Drake"
"http://dbpedia.org/resource/Gena_Showalter","Gena","Showalter"
"http://dbpedia.org/resource/Genevieve_Pou","Genevieve","Pou"
"http://dbpedia.org/resource/Henry_Ephron","Henry","Ephron"
"http://dbpedia.org/resource/Henry_Thew_Stevenson","Henry Thew","Stevenson"
"http://dbpedia.org/resource/Janice_Erlbaum","Janice","Erlbaum"
"http://dbpedia.org/resource/Jeff_Stein_(author)","Jeff","Stein"
"http://dbpedia.org/resource/Jim_Lynch_(writer)","Jim","Lynch"
"http://dbpedia.org/resource/John_Ehle","John","Ehle"
"http://dbpedia.org/resource/Lawrence_M._Schoen","Lawrence M.","Schoen"
"http://dbpedia.org/resource/Lela_E._Buis","Lela E.","Buis"
"http://dbpedia.org/resource/Lucy_Jane_Bledsoe","Lucy Jane","Bledsoe"
"http://dbpedia.org/resource/Martin_Dugard_(author)","Martin","Dugard"
"http://dbpedia.org/resource/Matthew_Stewart_(philosopher)","Matthew","Stewart"
"http://dbpedia.org/resource/Mike_Sacks","Mike","Sacks"
"http://dbpedia.org/resource/Norman_Lewis_(grammarian)","Norman","Lewis"
"http://dbpedia.org/resource/Patrick_Donnelly_(poet)","Patrick","Donnelly"
"http://dbpedia.org/resource/Paul_Brodeur","Paul","Brodeur"
"http://dbpedia.org/resource/Phoebe_Ephron","Phoebe","Ephron"
"http://dbpedia.org/resource/Robert_Lowry_(writer)","Robert","Lowry"
"http://dbpedia.org/resource/Ryan_David_Jahn","Ryan David","Jahn"
"http://dbpedia.org/resource/Sandra_Brown","Sandra","Brown"
"http://dbpedia.org/resource/Susan_King_(novelist)","Susan","King"
"http://dbpedia.org/resource/Susan_Murphy-Milano","Susan","Murphy-Milano"
"http://dbpedia.org/resource/Thomas_Holley_Chivers","Thomas Holley","Chivers"
"http://dbpedia.org/resource/Virginia_Heffernan","Virginia","Heffernan"
"http://dbpedia.org/resource/William_Gardner_Smith","William Gardner","Smith"
"http://dbpedia.org/resource/Cintio_Vitier","Cintio","Vitier"
"http://dbpedia.org/resource/Andrew_Bennison","Andrew","Bennison"
"http://dbpedia.org/resource/April_Smith_(writer)","April","Smith"
"http://dbpedia.org/resource/Barbara_Stephens_(journalist)","Barbara","Stephens"
"http://dbpedia.org/resource/Betty_Fussell","Betty","Fussell"
"http://dbpedia.org/resource/Bill_Copeland_(poet)","Bill","Copeland"
"http://dbpedia.org/resource/Christopher_Phillips","Christopher","Phillips"
"http://dbpedia.org/resource/Daniel_Scott_(writer)","Daniel","Scott"
"http://dbpedia.org/resource/Donald_E._McQuinn","Donald E.","McQuinn"
"http://dbpedia.org/resource/Edward_Ezell","Edward","Ezell"
"http://dbpedia.org/resource/George_M._Fredrickson","George M.","Fredrickson"
"http://dbpedia.org/resource/Greg_R._Fishbone","Greg","Fishbone"
"http://dbpedia.org/resource/Ian_Brennan_(writer)","Ian","Brennan"
"http://dbpedia.org/resource/Jack_Henderson_(author)","Jack","Henderson"
"http://dbpedia.org/resource/Janet_Dailey","Janet","Dailey"
"http://dbpedia.org/resource/Jeffrey_R._Di_Leo","Jeffrey R.","Di Leo"
"http://dbpedia.org/resource/Jim_George_(author)","Jim","George"
"http://dbpedia.org/resource/Judith_Arnold","Barbara","Keiler"
"http://dbpedia.org/resource/Lisa_McMann","Lisa","McMann"
"http://dbpedia.org/resource/Mary_Alice_Jones","Mary Alice","Jones"
"http://dbpedia.org/resource/Mike_McQuay","Mike","McQuay"
"http://dbpedia.org/resource/Olaus_Murie","Olaus","Murie"
"http://dbpedia.org/resource/Paul_Greenberg_(essayist)","Paul","Greenberg"
"http://dbpedia.org/resource/Penny_Mickelbury","Penny","Mickelbury"
"http://dbpedia.org/resource/Priscilla_Hamby","Priscilla","Hamby"
"http://dbpedia.org/resource/Claire_Messud","Claire","Messud"
"http://dbpedia.org/resource/Felice_Picano","Felice","Picano"
"http://dbpedia.org/resource/Gary_D._Schmidt","Gary","Schmidt"
"http://dbpedia.org/resource/Roy_F._Chandler","Roy","Chandler"
"http://dbpedia.org/resource/Hugh_Aynesworth","Hugh","Aynesworth"
